"","X","Y","silicate_umol/L","temperature_&deg;C","depth_m","region","collection_date","environment_biome","environment_feature","environmental_package","chlorophyll_mg/m3","dissolved_oxygen_mg/L","nitrate_umol/L","phosphate_umol/L","salinity_ppt","NCBI_sample_classification","instrument_model","ENA_checklist"
"185","-103.1153333","18.116","0.57","25.6","1.2","North Pacific Ocean:Mexican Tropical Pacific Marine Ecoregion:Coastal Michoacan State, Mexico","2007-02-19T23:30:00+00:00","ocean biome","coastal ocean","water","0.47","3.8","0.077","0","38.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"186","-105.255","20.648","0.34","23.8","1.2","Gulf of California:Cortezian Marine Ecoregion:Puerto Vallarta harbor, Puerto Vallarta, Mexico","2007-02-21T06:45:00+00:00","ocean biome","harbor","water","n/a","6.6","0.095","0","38.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"187","-106.4596667","23.22166667","2.8","20.7","1.2","Gulf of California:Cortezian Marine Ecoregion:Mazatlan harbor, Mazatlan, Mexico","2007-02-23T23:10:00+00:00","ocean biome","harbor","water","2.6","4.3","0.81","0.3","39.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"188","-111.1671333","25.7008","1.4","18.5","1.2","Gulf of California:Cortezian Marine Ecoregion:Bahia de Loreto National Park, Mexico","2007-03-07T19:26:00+00:00","ocean biome","coastal ocean","water","1.4","5","1","0.34","37","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"189","-111.1046","26.01223333","70","24.4","0.15","Mexico:Baja California Sur:Isla Carmen, Loreto Municipality, Mexico","2007-03-21T04:19:00+00:00","ocean biome","hypersaline pond","water","1.7","0.05","1.4","0","154","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"190","-110.572","24.8935","5.6","22.4","0.3","Mexico:Baja California Sur:Isla San Jose, La Paz, Mexico","2007-03-22T21:05:00+00:00","ocean biome","other: mangrove","water","0.95","3.1","1.7","0.55","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"191","-110.3619667","24.4403","2.6","21.5","1","Mexico:Baja California Sur:Isla Espirito Santo, La Paz, Mexico","2007-03-25T19:06:00+00:00","ocean biome","other: tidal pond","water","0.93","9.6","0.21","0.16","34.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"192","-109.9078","22.88833333","0.86","22.2","1.1","Gulf of California:Cortezian Marine Ecoregion:Just off beach, Cabo San Lucas, Mexico","2007-04-01T20:35:00+00:00","ocean biome","coastal ocean","water","0.59","6.2","0.36","0.051","34.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"193","-112.8753333","25.25756667","0.87","18","1.1","North Pacific Ocean:Magdalena Transition Marine Ecoregion:Off coast, Baja California Sur,Mexico","2007-04-02T21:10:00+00:00","ocean biome","open ocean","water","0.36","6.2","0.23","0.088","34.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"194","-116.6383667","30.5815","1.6","15","1.1","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off coast, Baja California Norte,Mexico","2007-04-04T19:42:00+00:00","ocean biome","open ocean","water","0.54","3.4","0.24","0.026","33.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"195","-118.9677778","33.65166667","1.2","18.7","3","North Pacific Ocean:Southern California Bight Marine Ecoregion:Santa Monica Basin, Los Angeles, CA, USA","2007-07-05T13:05:00+00:00","ocean biome","open ocean","water","0.27","5.6","0","0.22","34.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"196","-121.9152778","32.50083333","0.4","14.7","3","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast","2007-07-06T18:55:00+00:00","ocean biome","open ocean","water","0.34","5.5","2.7","0.42","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"197","-121.9152778","32.50083333","0.4","14.7","3","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast","2007-07-06T18:55:00+00:00","ocean biome","open ocean","water","0.34","5.5","2.7","0.42","33","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"198","-124.18","31.99694444","2.1","17.3","2","North Pacific Ocean:Southern California Bight Marine Ecoregion:300mi off California coast","2007-07-07T21:55:00+00:00","ocean biome","open ocean","water","0.19","5.7","0.3","0.33","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"199","-122.1783333","33.04388889","2.3","14.6","2","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast","2007-07-08T15:04:00+00:00","ocean biome","open ocean","water","0.64","6.1","2.9","0.49","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"200","-122.1783333","33.04388889","2.3","14.6","2","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast","2007-07-08T15:04:00+00:00","ocean biome","open ocean","water","0.64","6.1","2.9","0.49","33","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"201","-123.2177778","33.15027778","2.2","17.4","1","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off California coast","2007-07-12T01:46:00+00:00","ocean biome","open ocean","water","0.17","5.6","0","0.31","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"202","-121.5358333","34.7175","3.6","15.5","2","North Pacific Ocean:Northern California Marine Ecoregion:Near California shore","2007-07-12T13:09:00+00:00","ocean biome","coastal ocean","water","1.9","7","1.6","0.49","33.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"203","-121.5358333","34.7175","3.6","15.5","2","North Pacific Ocean:Northern California Marine Ecoregion:Near California shore","2007-07-12T13:09:00+00:00","ocean biome","coastal ocean","water","1.9","7","1.6","0.49","33.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"204","-120.7680556","35.08361111","8.9","13.7","2","North Pacific Ocean:Northern California Marine Ecoregion:Avila Beach, San Luis Opispo, CA, USA","2007-07-14T00:05:00+00:00","ocean biome","coastal ocean","water","6.7","6.4","5.9","0.65","33.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"205","-120.9193667","31.28683333","1.9","17.8","5","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off the coast between Tijuana, Mexico and San Diego, CA, USA","2007-07-20T18:15:00+00:00","ocean biome","coastal ocean","water","0.21","5.7","0.31","0.29","33.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"206","-120.9259","31.18586667","2.2","13.7","62","North Pacific Ocean:Southern California Bight Marine Ecoregion:Off the coast between Tijuana, Mexico and San Diego, CA, USA","2007-07-21T13:00:00+00:00","ocean biome","coastal ocean","water","0.21","5.2","7","0.3","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"207","-122.9318","30.1694","2","19.6","5","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-23T19:00:00+00:00","ocean biome","coastal ocean","water","0.07","5.5","0.11","0.28","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"208","-122.9364667","30.1957","3.5","15.1","110","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-24T13:00:00+00:00","ocean biome","coastal ocean","water","0.07","5.7","2.1","0.3","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"209","-123.5847333","29.85366667","1.5","19.2","10","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-26T19:00:00+00:00","ocean biome","coastal ocean","water","0.08","5.5","0.061","0.3","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"210","-123.5994667","29.8585","2.3","14.8","110","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-28T01:00:00+00:00","ocean biome","coastal ocean","water","0.08","5.6","2","0.2","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"211","-123.5994667","29.8585","2.3","14.8","110","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-28T01:00:00+00:00","ocean biome","coastal ocean","water","0.08","5.6","2","0.2","33.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"212","-118.2157333","32.51216667","1.4","13.1","30","North Pacific Ocean:Southern California Bight Marine Ecoregion:South of San Clemente Island, CA, USA","2007-07-30T20:10:00+00:00","ocean biome","coastal ocean","water","0.3","5.5","4.2","0.3","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"213","-118.2188","32.52766667","1.2","19.5","10","North Pacific Ocean:Southern California Bight Marine Ecoregion:South of San Clemente Island, CA, USA","2007-07-31T19:40:00+00:00","ocean biome","coastal ocean","water","0.29","5.4","0.1","0.2","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"214","-129.4283333","33.28666667","3","13.1","58","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-155, West of Channel Islands, CA, USA","2007-07-13T05:30:00+00:00","ocean biome","open ocean","water","0.1","5.7","0.31","0.5","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"215","-126.45516","34.41216","4.6","13.5","79","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-115, West of Channel Islands, CA, USA","2007-07-15T16:30:00+00:00","ocean biome","open ocean","water","0.19","5.7","2","0.58","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"216","-123.84516","35.95915983","6.2","13.2","25","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-75, West of Monterey, CA, USA","2007-07-16T22:45:00+00:00","ocean biome","open ocean","water","0.65","5.7","5","0.77","33.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"217","-123.84516","35.95915983","3.2","17","1","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-75, West of Monterey, CA, USA","2007-07-17T17:00:00+00:00","ocean biome","open ocean","water","0.66","6.1","1.6","0.48","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"218","-122.858","36.22299983","6.2","14","40","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station MTM4-East, West of Monterey, CA, USA","2007-07-18T17:00:00+00:00","ocean biome","coastal ocean","water","0.36","5.7","5","0.77","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"219","-122.858","36.22299983","3.2","17.2","1","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station MTM4-East, West of Monterey, CA, USA","2007-07-19T02:00:00+00:00","ocean biome","coastal ocean","water","0.29","6.1","1.6","0.48","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"220","-122.022","36.747","4.3","14.7","5","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station M1, Monterey Bay, Monterey, CA, USA","2007-07-19T17:00:00+00:00","ocean biome","coastal ocean","water","13.4","6.1","8.4","0.77","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"221","-129.4186111","33.28388889","1.5","19","87","North Pacific Ocean:Northern California Marine Ecoregion:West of Channel Islands, CA, USA","2007-10-06T21:10:00+00:00","ocean biome","open ocean","water","0.09","5.5","0.035","0.36","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"222","-129.4186111","33.28388889","1.1","18.9","5","North Pacific Ocean:Northern California Marine Ecoregion:West of Channel Islands, CA, USA","2007-10-07T17:00:00+00:00","ocean biome","open ocean","water","0.09","5.4","0.01","0.37","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"223","-122.016","36.776","8.2","11.6","5","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station H3, Monterey Bay, Monterey, CA, USA","2007-10-10T15:00:00+00:00","ocean biome","coastal ocean","water","4.5","4.8","8.5","0.94","33.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"224","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"225","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"226","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"227","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"228","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"229","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"230","-127.8683333","51.314","9.6","10.6","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Mouth of Smith Sound, Queen Charlotte Strait, BC, Canada","2007-07-10T17:01:00+00:00","ocean biome","coastal ocean","water","16.7","3.4","9.5","0.7","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"231","-127.8683333","51.314","9.6","10.6","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Mouth of Smith Sound, Queen Charlotte Strait, BC, Canada","2007-07-10T17:01:00+00:00","ocean biome","coastal ocean","water","16.7","3.4","9.5","0.7","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"232","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"233","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"234","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"235","-130.5637667","54.31743333","5","13.8","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Off Tugwell Island, outside Prince Rupert, BC, Canada","2007-07-15T06:23:00+00:00","ocean biome","coastal ocean","water","4.6","5.2","0.98","0.18","30.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"236","-130.1547333","55.82366667","1.7","4.3","0.3","USA:Alaska:Mouth of river from Sovall Glacier runoff, AK, USA","2007-07-16T22:30:00+00:00","ocean biome","coastal ocean","water","7","8.9","0.9","1.1","33.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"237","-133.7573333","57.64416667","6.9","15","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Stevens Passage, AK, USA","2007-07-18T20:05:00+00:00","ocean biome","coastal ocean","water","4.8","4.9","1","0.036","31.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"238","-133.7573333","57.64416667","6.9","15","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Stevens Passage, AK, USA","2007-07-18T20:05:00+00:00","ocean biome","coastal ocean","water","4.8","4.9","1","0.036","31.9","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"239","-135.2736667","58.21433333","3.2","12","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Icy Strait, AK, USA","2007-07-19T23:40:00+00:00","ocean biome","coastal ocean","water","1.2","7.1","0.055","0.018","31.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"240","-135.2736667","58.21433333","3.2","12","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Icy Strait, AK, USA","2007-07-19T23:40:00+00:00","ocean biome","coastal ocean","water","1.2","7.1","0.055","0.018","31.9","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"241","-135.2736667","58.21433333","3.2","12","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Icy Strait, AK, USA","2007-07-19T23:40:00+00:00","ocean biome","coastal ocean","water","1.2","7.1","0.055","0.018","31.9","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"242","-136.0594667","58.55036667","16.5","8.3","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, Willoughby Island, AK, USA","2007-07-20T19:42:00+00:00","ocean biome","coastal ocean","water","2.5","5.57","8.9","0.54","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"243","-136.0594667","58.55036667","16.5","8.3","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, Willoughby Island, AK, USA","2007-07-20T19:42:00+00:00","ocean biome","coastal ocean","water","2.5","5.57","8.9","0.54","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"244","-136.0594667","58.55036667","16.5","8.3","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, Willoughby Island, AK, USA","2007-07-20T19:42:00+00:00","ocean biome","coastal ocean","water","2.5","5.57","8.9","0.54","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"245","-136.946","58.92033333","7.9","3.7","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, Lamplugh Glacier, AK, USA","2007-07-21T18:12:00+00:00","ocean biome","coastal ocean","water","7","6","2.4","0.94","34.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"246","-136.946","58.92033333","7.9","3.7","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, Lamplugh Glacier, AK, USA","2007-07-21T18:12:00+00:00","ocean biome","coastal ocean","water","7","6","2.4","0.94","34.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"247","-135.9865667","58.72246667","13.5","8.8","0.73","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, North Sandy Cove, AK, USA","2007-07-22T17:47:00+00:00","ocean biome","coastal ocean","water","7","5.9","9.6","0.71","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"248","-135.9865667","58.72246667","13.5","8.8","0.73","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Glacier Bay, North Sandy Cove, AK, USA","2007-07-22T17:47:00+00:00","ocean biome","coastal ocean","water","7","5.9","9.6","0.71","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"249","-124.4644444","44.66222222","22.8","8.8","82","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Off coast of Newport Line, OR, USA","2007-08-16T18:50:00+00:00","ocean biome","coastal ocean","water","8.9","4.7","17.7","1.5","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"250","-124.9202778","45.48416667","132","3.3","1200","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Off Oregon coast, OR, USA","2007-08-18T00:19:00+00:00","ocean biome","coastal ocean","water","1.2","0.31","42.4","3.4","34.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"251","-124.2827778","46.17305556","10","15","15","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Off N Oregon coast, OR, USA","2007-08-18T14:05:00+00:00","ocean biome","coastal ocean","water","9.3","5.8","2.7","0.62","32","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"252","-123.9866667","46.25916667","18.1","9.5","16","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Mouth of Columbia River estuary, Astoria, OR, USA","2007-08-28T17:00:00+00:00","ocean biome","estuary","water","11.2","5.5","10.2","1.2","32.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"253","-122.4723667","47.7147","27.2","14.5","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound N of Bainbridge Island, Seattle, WA, USA","2007-08-15T20:35:00+00:00","ocean biome","coastal ocean","water","2.3","9.7","20.6","1.6","29.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"254","-122.4723667","47.7147","27.2","14.5","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound N of Bainbridge Island, Seattle, WA, USA","2007-08-15T20:35:00+00:00","ocean biome","coastal ocean","water","2.3","9.7","20.6","1.6","29.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"255","-122.4723667","47.7147","27.2","14.5","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound N of Bainbridge Island, Seattle, WA, USA","2007-08-15T20:35:00+00:00","ocean biome","coastal ocean","water","2.3","9.7","20.6","1.6","29.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"256","-122.3134667","48.0488","8.6","15.6","1.3","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound, Gedney Island, WA, USA","2007-08-20T21:10:00+00:00","ocean biome","coastal ocean","water","7","9.8","0.52","0.27","27.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"257","-122.3134667","48.0488","8.6","15.6","1.3","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound, Gedney Island, WA, USA","2007-08-20T21:10:00+00:00","ocean biome","coastal ocean","water","7","9.8","0.52","0.27","27.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"258","-122.3134667","48.0488","8.6","15.6","1.3","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion: Puget Sound, Gedney Island, WA, USA","2007-08-20T21:10:00+00:00","ocean biome","coastal ocean","water","7","9.8","0.52","0.27","27.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"259","-124.865","47.12166667","10.4","17","1.1","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:26mi W of Cape Elizabeth, WA, USA","2007-08-23T19:44:00+00:00","ocean biome","coastal ocean","water","3.9","10","0.01","0","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"260","-124.865","47.12166667","10.4","17","1.1","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:26mi W of Cape Elizabeth, WA, USA","2007-08-23T19:44:00+00:00","ocean biome","coastal ocean","water","3.9","10","0.01","0","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"261","-124.865","47.12166667","10.4","17","1.1","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:26mi W of Cape Elizabeth, WA, USA","2007-08-23T19:44:00+00:00","ocean biome","coastal ocean","water","3.9","10","0.01","0","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"262","-124.4768","43.18333333","16.2","10.5","1.5","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:2mi W of coast, near Coos Bay, OR, USA","2007-08-24T20:33:00+00:00","ocean biome","coastal ocean","water","8.3","7.8","16.2","1.3","34.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"263","-124.4768","43.18333333","16.2","10.5","1.5","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:2mi W of coast, near Coos Bay, OR, USA","2007-08-24T20:33:00+00:00","ocean biome","coastal ocean","water","8.3","7.8","16.2","1.3","34.4","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"264","-124.4768","43.18333333","16.2","10.5","1.5","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:2mi W of coast, near Coos Bay, OR, USA","2007-08-24T20:33:00+00:00","ocean biome","coastal ocean","water","8.3","7.8","16.2","1.3","34.4","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"265","-124.3586667","39.90866667","8.6","12.1","1.2","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Punta Gorda Tolo Bank, CA, USA","2007-08-25T21:11:00+00:00","ocean biome","open ocean","water","1.4","6.7","9.2","0.58","34.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"266","-124.3586667","39.90866667","8.6","12.1","1.2","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Punta Gorda Tolo Bank, CA, USA","2007-08-25T21:11:00+00:00","ocean biome","open ocean","water","1.4","6.7","9.2","0.58","34.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"267","-124.3586667","39.90866667","8.6","12.1","1.2","North Pacific Ocean:Oregon, Washington, Vancouver Coast and Shelf Marine Ecoregion:Punta Gorda Tolo Bank, CA, USA","2007-08-25T21:11:00+00:00","ocean biome","open ocean","water","1.4","6.7","9.2","0.58","34.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"268","-122.4916667","37.828","25","16.5","1.1","North Pacific Ocean:Northern California Marine Ecoregion:Under Golden Gate Bridge, San Francisco, CA, USA","2007-08-29T20:02:00+00:00","ocean biome","bay","water","9.9","4.78","10.9","1.3","33.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"269","-122.6016667","37.697","6","16.2","0.91","North Pacific Ocean:Northern California Marine Ecoregion:16mi W of San Francisco, CA, USA","2007-09-01T21:13:00+00:00","ocean biome","coastal ocean","water","10.6","17.5","0.052","0.099","34.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"270","-122.6016667","37.697","6","16.2","0.91","North Pacific Ocean:Northern California Marine Ecoregion:16mi W of San Francisco, CA, USA","2007-09-01T21:13:00+00:00","ocean biome","coastal ocean","water","10.6","17.5","0.052","0.099","34.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"271","-120.973","34.65273333","2.1","15","0.91","North Pacific Ocean:Northern California Marine Ecoregion:16mi W of coast near Lompoc, CA, USA","2007-09-02T19:06:00+00:00","ocean biome","coastal ocean","water","1.9","4.8","5.1","0.16","34.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
