"","accession","sample-name","sample-desc","biome","X","Y","silicate_umol/L","temperature_&deg;C","depth_m","region","collection_date","environment_biome","environment_feature","environmental_package","chlorophyll_mg/m3","dissolved_oxygen_mg/L","nitrate_umol/L","phosphate_umol/L","salinity_ppt","NCBI_sample_classification","instrument_model","ENA_checklist"
"128","ERS689257","GS122 3µm","Water sample taken on 2005-09-30T07:54:00+00:00 from site GS122 (lat:-30.91356667, long:40.42433333), 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"129","ERS689258","GS122 viralµm","Water sample taken on 2005-09-30T07:54:00+00:00 from site GS122 (lat:-30.91356667, long:40.42433333), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","40.42433333","-30.91356667","1.3","20.2","1.9","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-09-30T07:54:00+00:00","ocean biome","open ocean","water","0.15","6.6","2.3","0.18","35.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"130","ERS689259","GS123 0.1µm","Water sample taken on 2005-10-01T09:15:00+00:00 from site GS123 (lat:-32.41503333, long:36.60103333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","36.60103333","-32.41503333","0.83","20.4","2.2","Indian Ocean:Open Ocean:International water between Madagascar and South Africa","2005-10-01T09:15:00+00:00","ocean biome","open ocean","water","0.23","6.2","0.17","0.77","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"131","ERS689260","GS124 0.1µm","Water sample taken on 2005-10-03T08:53:00+00:00 from site GS124 (lat:-33.72, long:30.1035), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of South Africa, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge South Africa as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","30.1035","-33.72","1.1","20","2","Indian Ocean:Natal Marine Ecoregion:200mi from Port Elizabeth, South Africa","2005-10-03T08:53:00+00:00","ocean biome","open ocean","water","0.35","5.5","0.19","0","35.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"132","ERS689261","GS125 0.1µm","Water sample taken on 2005-10-06T10:18:00+00:00 from site GS125 (lat:-34.21456667, long:22.6748), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of South Africa, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge South Africa as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","22.6748","-34.21456667","0.87","17.8","1.8","Indian Ocean:Agulhas Bank Marine Ecoregion:8mi offshore of South Africa, near Mossel Bay, South Africa","2005-10-06T10:18:00+00:00","ocean biome","coastal ocean","water","0.97","6.2","0.14","0.42","35.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"133","ERS689262","GS126 0.1µm","Water sample taken on 2005-10-07T08:23:00+00:00 from site GS126 (lat:-34.35743333, long:18.41106667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of South Africa, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge South Africa as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","18.41106667","-34.35743333","1.7","15.2","2","South Atlantic Ocean:Agulhas Bank Marine Ecoregion:1mi off the coast in front of the Cape of Good Hope, South Africa","2005-10-07T08:23:00+00:00","ocean biome","coastal ocean","water","1.4","6","1.4","0","35.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"134","ERS689263","GS126 viralµm","Water sample taken on 2005-10-07T08:23:00+00:00 from site GS126 (lat:-34.35743333, long:18.41106667), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of South Africa, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge South Africa as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","18.41106667","-34.35743333","1.7","15.2","2","South Atlantic Ocean:Agulhas Bank Marine Ecoregion:1mi off the coast in front of the Cape of Good Hope, South Africa","2005-10-07T08:23:00+00:00","ocean biome","coastal ocean","water","1.4","6","1.4","0","35.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"135","ERS689264","GS127 0.1µm","Water sample taken on 2005-11-17T11:43:00+00:00 from site GS127 (lat:-31.91663333, long:13.5464), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","13.5464","-31.91663333","1.2","17.6","2","South Atlantic Ocean:Open Ocean:international water","2005-11-17T11:43:00+00:00","ocean biome","open ocean","water","0.25","8.7","0.006","0","36.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"136","ERS689265","GS128 0.1µm","Water sample taken on 2005-11-18T11:05:00+00:00 from site GS128 (lat:-30.49796667, long:9.043666667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","9.043666667","-30.49796667","1","17.9","1.7","South Atlantic Ocean:Open Ocean:international water","2005-11-18T11:05:00+00:00","ocean biome","open ocean","water","0.14","5.7","0.046","0","36.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"137","ERS689266","GS130 0.1µm","Water sample taken on 2005-11-20T12:15:00+00:00 from site GS130 (lat:-26.81623333, long:2.846566667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","2.846566667","-26.81623333","0.96","19.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-11-20T12:15:00+00:00","ocean biome","open ocean","water","0.07","5.1","0.12","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"138","ERS689267","GS131 0.1µm","Water sample taken on 2005-11-21T12:13:00+00:00 from site GS131 (lat:-24.29083333, long:0.4186), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","0.4186","-24.29083333","0.62","20.1","2","South Atlantic Ocean:Open Ocean:600mi from St. Helena Island, international water","2005-11-21T12:13:00+00:00","ocean biome","open ocean","water","0.07","5.5","0.032","0","36.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"139","ERS689268","GS132 0.1µm","Water sample taken on 2005-11-22T11:50:00+00:00 from site GS132 (lat:-21.46813333, long:-1.789833333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-1.789833333","-21.46813333","0.61","20.2","1.8","South Atlantic Ocean:Open Ocean:400mi from St. Helena Island, international water","2005-11-22T11:50:00+00:00","ocean biome","open ocean","water","0.08","6.3","0.023","0","37","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"140","ERS689269","GS132 viralµm","Water sample taken on 2005-11-22T11:50:00+00:00 from site GS132 (lat:-21.46813333, long:-1.789833333), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-1.789833333","-21.46813333","0.61","20.2","1.8","South Atlantic Ocean:Open Ocean:400mi from St. Helena Island, international water","2005-11-22T11:50:00+00:00","ocean biome","open ocean","water","0.08","6.3","0.023","0","37","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"141","ERS689270","GS133 0.1µm","Water sample taken on 2005-11-27T12:57:00+00:00 from site GS133 (lat:-11.49333333, long:-10.53716667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-10.53716667","-11.49333333","0.54","23","2.3","South Atlantic Ocean:Open Ocean:300mi from Ascencion Island, international water","2005-11-27T12:57:00+00:00","ocean biome","open ocean","water","0.1","5.1","0.071","0","37.5","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"142","ERS689271","GS134 0.1µm","Water sample taken on 2005-12-02T14:03:00+00:00 from site GS134 (lat:-4.296433333, long:-18.89556667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-18.89556667","-4.296433333","0.42","26.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-12-02T14:03:00+00:00","ocean biome","open ocean","water","0.16","4.4","0.044","0","37.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"143","ERS689272","GS134 viralµm","Water sample taken on 2005-12-02T14:03:00+00:00 from site GS134 (lat:-4.296433333, long:-18.89556667), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-18.89556667","-4.296433333","0.42","26.4","2.1","South Atlantic Ocean:Open Ocean:international water","2005-12-02T14:03:00+00:00","ocean biome","open ocean","water","0.16","4.4","0.044","0","37.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"144","ERS689273","GS135 0.1µm","Water sample taken on 2005-12-03T13:51:00+00:00 from site GS135 (lat:-2.391466667, long:-21.27743333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-21.27743333","-2.391466667","0.67","26.5","1.8","South Atlantic Ocean:Open Ocean:international water","2005-12-03T13:51:00+00:00","ocean biome","open ocean","water","0.2","5.4","0.046","0","37.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"145","ERS689274","GS136 0.1µm","Water sample taken on 2005-12-04T12:25:00+00:00 from site GS136 (lat:-0.387233333, long:-23.6356), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-23.6356","-0.387233333","0.73","26.3","2","South Atlantic Ocean:Open Ocean:Equator sample, international water","2005-12-04T12:25:00+00:00","ocean biome","open ocean","water","0.35","5.8","0.26","0","37.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"146","ERS689275","GS137 0.1µm","Water sample taken on 2005-12-05T14:01:00+00:00 from site GS137 (lat:2.3812, long:-26.22736667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-26.22736667","2.3812","0.57","27.7","2","North Atlantic Ocean:Open Ocean:international water","2005-12-05T14:01:00+00:00","ocean biome","open ocean","water","0.18","4.1","0.11","0","36.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"147","ERS689276","GS138 0.1µm","Water sample taken on 2005-12-06T15:00:00+00:00 from site GS138 (lat:4.722233333, long:-28.82106667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-28.82106667","4.722233333","0.61","28.2","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-06T15:00:00+00:00","ocean biome","open ocean","water","0.14","3.5","0.093","0","36.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"148","ERS689277","GS139 0.1µm","Water sample taken on 2005-12-07T13:48:00+00:00 from site GS139 (lat:5.724966667, long:-32.0308), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-32.0308","5.724966667","0.43","28.4","2","North Atlantic Ocean:Open Ocean:international water","2005-12-07T13:48:00+00:00","ocean biome","open ocean","water","0.14","5.8","0.038","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"149","ERS689278","GS140 0.1µm","Water sample taken on 2005-12-08T14:27:00+00:00 from site GS140 (lat:8.397233333, long:-34.8069), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-34.8069","8.397233333","0.61","28.2","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-08T14:27:00+00:00","ocean biome","open ocean","water","0.15","5.3","0.045","0","36.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"150","ERS689279","GS141 0.1µm","Water sample taken on 2005-12-09T15:05:00+00:00 from site GS141 (lat:9.975166667, long:-38.13666667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-38.13666667","9.975166667","0.76","28","2","North Atlantic Ocean:Open Ocean:international water","2005-12-09T15:05:00+00:00","ocean biome","open ocean","water","0.14","5.5","0.048","0","36.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"151","ERS689280","GS142 0.1µm","Water sample taken on 2005-12-10T15:31:00+00:00 from site GS142 (lat:10.70633333, long:-41.57666667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-41.57666667","10.70633333","1.4","28.3","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-10T15:31:00+00:00","ocean biome","open ocean","water","0.12","3.9","0.021","0","35.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"152","ERS689281","GS143 0.1µm","Water sample taken on 2005-12-11T15:15:00+00:00 from site GS143 (lat:11.86593333, long:-45.007), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-45.007","11.86593333","1.3","27.9","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-11T15:15:00+00:00","ocean biome","open ocean","water","0.12","6.6","0.034","0","35.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"153","ERS689282","GS144 0.1µm","Water sample taken on 2005-12-13T16:36:00+00:00 from site GS144 (lat:14.49163333, long:-52.53036667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-52.53036667","14.49163333","1.3","27.4","1.8","North Atlantic Ocean:Open Ocean:international water","2005-12-13T16:36:00+00:00","ocean biome","open ocean","water","0.08","2.8","0.025","0","36.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"154","ERS689283","GS145 0.1µm","Water sample taken on 2005-12-14T14:51:00+00:00 from site GS145 (lat:15.55533333, long:-55.88), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-55.88","15.55533333","0.78","27.6","2","North Atlantic Ocean:Open Ocean:international water","2005-12-14T14:51:00+00:00","ocean biome","open ocean","water","0.06","5.5","0.029","0","37.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"155","ERS689284","GS146 0.1µm","Water sample taken on 2006-01-07T17:52:00+00:00 from site GS146 (lat:19.611, long:-66.13), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-66.13","19.611","1.7","26.7","2","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:Puerto Rico Waters, Puerto Rico, USA","2006-01-07T17:52:00+00:00","ocean biome","open ocean","water","0.08","4.8","0.16","0","36.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"156","ERS689285","GS147 0.1µm","Water sample taken on 2006-01-12T15:55:00+00:00 from site GS147 (lat:26.712, long:-79.79566667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-79.79566667","26.712","0.35","24.1","1.8","North Atlantic Ocean:Floridian Marine Ecoregion:12mi off the coast of Florida in the Gulf Stream, FL, USA","2006-01-12T15:55:00+00:00","ocean biome","coastal ocean","water","0.18","7.5","0.052","0","37.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"157","ERS689286","GS148 0.1µm","Water sample taken on 2005-09-11T09:00:00+00:00 from site GS148 (lat:-6.31666, long:39.55), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Tanzania, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Tanzania as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","39.55","-6.31666","3.9","25.7","1","Indian Ocean:East African Coral Coast Marine Ecoregion:East Coast Zanzibar, offshore Paje lagoon, Tanzania","2005-09-11T09:00:00+00:00","ocean biome","reef","water","0.43","5","0.23","0.24","35.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"158","ERS689287","GS149 0.1µm","Water sample taken on 2005-09-12T09:00:00+00:00 from site GS149 (lat:-6.11666, long:39.116667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Tanzania, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Tanzania as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","39.116667","-6.11666","3.9","25.7","1.5","Indian Ocean:East African Coral Coast Marine Ecoregion:West Coast Zanzibar, harbour region, Tanzania","2005-09-12T09:00:00+00:00","ocean biome","harbor","water","0.43","5","0.23","0.24","35.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"159","ERS689288","GS200 0.1µm","Water sample taken on 2006-07-14T18:44:00+00:00 from site GS200 (lat:39.78666667, long:-73.557), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-73.557","39.78666667","1.5","23.4","2","North Atlantic Ocean:Virginian Marine Ecoregion:22mi off the shore of New Jersey, NJ, USA","2006-07-14T18:44:00+00:00","ocean biome","coastal ocean","water","1","5.1","0.021","0","31.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"160","ERS689289","GS201 0.1µm","Water sample taken on 2006-08-09T21:37:00+00:00 from site GS201 (lat:41.56133333, long:-69.96333333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-69.96333333","41.56133333","0.85","16.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Mannmoy Island, off Cape Cod, MA, USA","2006-08-09T21:37:00+00:00","ocean biome","coastal ocean","water","3.2","6.4","0.081","0","32.8","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"161","ERS689290","GS201 viralµm","Water sample taken on 2006-08-09T21:37:00+00:00 from site GS201 (lat:41.56133333, long:-69.96333333), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-69.96333333","41.56133333","0.85","16.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Mannmoy Island, off Cape Cod, MA, USA","2006-08-09T21:37:00+00:00","ocean biome","coastal ocean","water","3.2","6.4","0.081","0","32.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
